Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mozambique,Public credit registry coverage (% of adults),0.8,0.7,0.9,1.9,2.3,2.2,3.8,4.4,4.3,5.7,5.6,5.3
Mozambique,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,9.5,9.5,9.5
Mozambique,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Mozambique,Resolving Insolvency: cost (% of estate),20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
Mozambique,Resolving Insolvency: recovery rate (cents on the dollar),23.8,25.1,24.3,25.3,25.3,27.2,28.2,27.8,33.3,33.9,34.1,34.1
Mozambique,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,3.3,3.3,3.3,3.3
Mozambique,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,6,10,10,10
Mozambique,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.3,4.3,4.3,4.3
Mozambique,Tax payments (number),37,37,37,37,37,37,37,37,37,37,37,37
Mozambique,Time required to build a warehouse (days),235,235,235,235,235,235,235,235,130,130,111,111
Mozambique,Time required to connect to electricity (days),..,..,..,..,61,61,91,91,91,91,91,91
Mozambique,Time required to enforce a contract (days),1010,1010,1010,950,950,950,950,950,950,950,950,950
Mozambique,Time required to register property (days),42,42,42,42,42,42,42,42,39,40,40,40
Mozambique,Time required to start a business - Women (days),174,116,31,33,33,19,19,19,19,19,19,19
Mozambique,Time required to start a business (days),174,116,31,33,33,19,19,19,19,19,19,19
Mozambique,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,70,70,70
Mozambique,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,24,24,24
Mozambique,Time to prepare and pay taxes (hours),230,230,230,230,230,230,230,230,230,230,217,200
Mozambique,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.5,1.5,1.5
Mozambique,Total tax rate (% of profit),37,37,37,37,37,37,37,37,36.1,36.1,36.1,36.1
Mozambique,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,602,602,602
Mozambique,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,354,354,354
Mozambique,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,78,78,78
Mozambique,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,14,14,14
Myanmar,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,9,9,9
Myanmar,Cost – Women (% of income per capita),..,..,..,..,..,..,..,157.7,148.6,131.1,97.1,40.4
Myanmar,Cost to build a warehouse (% of income per capita),..,..,..,..,..,..,..,6.8,6.4,5.7,4,3
Myanmar,Cost to enforce a contract (% of claim),..,..,..,..,..,..,..,51.5,51.5,51.5,51.5,51.5
Myanmar,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,140,140,140
Myanmar,Cost to get electricity (% of income per capita),..,..,..,..,..,..,..,3369.8,2863.7,2526.6,1673.4,1270.1
Myanmar,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,115,115,210
Myanmar,Cost to register property (% of property value),..,..,..,..,..,..,..,7.2,7.2,5.2,5.1,5.1
Myanmar,Cost to start a business (% of income per capita),..,..,..,..,..,..,..,157.7,148.6,131.1,97.1,40.4
Myanmar,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,2,2,2,2
Myanmar,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,0,0
Myanmar,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,171,170
Myanmar,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,3,3,3,3
Myanmar,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,2,2,2,2
Myanmar,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,3,3,3,3
Myanmar,Extent of director liability index (0 to 10),..,..,..,..,..,..,..,0,0,0,0,0
Myanmar,Extent of disclosure index (0 to 10),..,..,..,..,..,..,..,3,3,3,3,3
Myanmar,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,3.7,3.7,3.7,3.7
Myanmar,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Myanmar,Labor tax and contributions (%),..,..,..,..,..,..,..,..,..,0,0.2,0.3
Myanmar,Minimum paid-in capital required to start a business (% of income per capita),..,..,..,..,..,..,..,7445.4,7016,6190.1,0,0
Myanmar,Other taxes (%),..,..,..,..,..,..,..,..,..,6,5.9,5.9
Myanmar,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,..,..,0,0,0,0
Myanmar,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,46.1,46.1
Myanmar,Private credit bureau coverage (% of adults),..,..,..,..,..,..,..,0,0,0,0,0
Myanmar,Procedures required to build a warehouse (number),..,..,..,..,..,..,..,14,14,14,14,14
Myanmar,Procedures required to connect to electricity (number),..,..,..,..,..,..,..,6,6,6,6,6
Myanmar,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Procedures required to register property (number),..,..,..,..,..,..,..,6,6,6,6,6
Myanmar,Procedures required to start a business - Women (number),..,..,..,..,..,..,..,14,14,14,13,11
Myanmar,Procedures required to start a business (number),..,..,..,..,..,..,..,14,14,14,13,11
Myanmar,Profit tax (%),..,..,..,..,..,..,..,38.8,33.7,33.4,32.4,31.3
Myanmar,Public credit registry coverage (% of adults),..,..,..,..,..,..,..,0,0,0,0,0
Myanmar,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,4,4,4
Myanmar,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Myanmar,Resolving Insolvency: cost (% of estate),..,..,..,..,..,..,..,18,18,18,18,18
Myanmar,Resolving Insolvency: recovery rate (cents on the dollar),..,..,..,..,..,..,..,12.7,14.7,14.7,14.7,14.7
Myanmar,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,3.7,3.7,3.7,3.7
Myanmar,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,4,4,4,4
Myanmar,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,2.8,2.8,2.8,2.8
Myanmar,Tax payments (number),..,..,..,..,..,..,..,31,31,31,31,31
Myanmar,Time required to build a warehouse (days),..,..,..,..,..,..,..,95,95,95,95,95
Myanmar,Time required to connect to electricity (days),..,..,..,..,..,..,..,98,98,98,77,77
Myanmar,Time required to enforce a contract (days),..,..,..,..,..,..,..,1160,1160,1160,1160,1160
Myanmar,Time required to register property (days),..,..,..,..,..,..,..,85,85,85,85,85
Myanmar,Time required to start a business - Women (days),..,..,..,..,..,..,..,76,76,76,15,13
Myanmar,Time required to start a business (days),..,..,..,..,..,..,..,76,76,76,15,13
Myanmar,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,144,144,144
Myanmar,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,48,48,48
Myanmar,Time to prepare and pay taxes (hours),..,..,..,..,..,..,..,240.5,240.5,240.5,274,282
Myanmar,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,5,5,5
Myanmar,Total tax rate (% of profit),..,..,..,..,..,..,..,38.8,33.7,33.4,32.4,31.3
Myanmar,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,432,432,432
Myanmar,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,367,367,457
Myanmar,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,144,144,144
Myanmar,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,120,120,232
Namibia,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,6.5,6.5,6.5
Namibia,Cost – Women (% of income per capita),18.8,18,22.3,22.1,20.4,18.5,17.2,18.5,14.7,13.1,11.1,11.5
Namibia,Cost to build a warehouse (% of income per capita),2,1.9,1.7,1.6,1.1,0.6,0.6,0.8,0.6,0.6,0.5,0.5
Namibia,Cost to enforce a contract (% of claim),35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8
Namibia,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,348,348,348
Namibia,Cost to get electricity (% of income per capita),..,..,..,..,647.7,586.6,535,493.2,403.8,397.9,338.7,349.4
Namibia,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Namibia,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,63,63,63
Namibia,Cost to register property (% of property value),10,10,10,10,9.8,11.7,11.5,11.7,13.9,13.9,13.8,13.8
Namibia,Cost to start a business (% of income per capita),18.8,18,22.3,22.1,20.4,18.5,17.2,18.5,14.7,13.1,11.1,11.5
Namibia,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,5,5,5,5
Namibia,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Namibia,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,7,7
Namibia,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,104,108
Namibia,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Namibia,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5.7,5.7,5.7,5.7
Namibia,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,8,8,8,8
Namibia,Extent of director liability index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Namibia,Extent of disclosure index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Namibia,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Namibia,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Namibia,Labor tax and contributions (%),..,..,..,..,..,..,..,..,1,1,1,1.9
Namibia,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Other taxes (%),..,..,..,..,..,..,..,..,..,2.2,3.1,3.1
Namibia,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Namibia,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,79,79
Namibia,Private credit bureau coverage (% of adults),35.2,35.2,59.9,59.6,57.7,58.5,61.5,63.9,66.2,64.3,62.8,61.2
Namibia,Procedures required to build a warehouse (number),10,10,10,10,10,10,10,10,10,10,10,10
Namibia,Procedures required to connect to electricity (number),..,..,..,..,6,6,6,6,6,6,6,6
Namibia,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Namibia,Procedures required to register property (number),7,7,7,7,7,7,7,8,8,8,8,8
Namibia,Procedures required to start a business - Women (number),10,10,10,10,10,10,10,10,10,10,10,10
Namibia,Procedures required to start a business (number),10,10,10,10,10,10,10,10,10,10,10,10
Namibia,Profit tax (%),25.8,25.8,25.8,22.8,22.3,22.3,21.8,21.8,21.2,20.7,21.3,20.7
Namibia,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,8.5,8.5,8.5
Namibia,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Namibia,Resolving Insolvency: cost (% of estate),14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
Namibia,Resolving Insolvency: recovery rate (cents on the dollar),32.8,33.5,33.5,31.1,31.1,33.7,34.3,34.9,34.9,35.2,34.9,34.4
Namibia,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Namibia,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,7.5,7.5,7.5,7.5
Namibia,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5.5,5.5,5.5,5.5
Namibia,Tax payments (number),37,37,37,37,37,37,37,26,26,26,27,27
Namibia,Time required to build a warehouse (days),122,122,122,122,122,122,122,122,122,122,137,137
Namibia,Time required to connect to electricity (days),..,..,..,..,54,54,54,37,37,37,37,37
Namibia,Time required to enforce a contract (days),500,500,500,500,500,500,500,500,460,460,460,460
Namibia,Time required to register property (days),32,32,32,32,32,32,32,52,52,52,52,52
Namibia,Time required to start a business - Women (days),95,95,99,66,66,66,66,66,66,66,66,66
Namibia,Time required to start a business (days),95,95,99,66,66,66,66,66,66,66,66,66
Namibia,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,90,90,90
Namibia,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,3,3,3
Namibia,Time to prepare and pay taxes (hours),339,339,339,339,339,339,339,314,314,314,302,302
Namibia,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2.5,2.5,2.5
Namibia,Total tax rate (% of profit),25.8,25.8,25.8,22.8,22.3,22.3,21.8,21.8,21.2,20.7,21.3,20.7
Namibia,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,745,745,745
Namibia,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,145,145,145
Namibia,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,120,120,120
Namibia,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,6,6,6
Nepal,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,9,9,9
Nepal,Cost – Women (% of income per capita),69.9,78.5,73.9,60.2,53.6,46.6,37.4,33,34.6,32.2,28.4,26.1
Nepal,Cost to build a warehouse (% of income per capita),2.4,2.4,2.2,1.8,1.6,17.5,14.7,13,10.2,9.4,8.3,13.2
Nepal,Cost to enforce a contract (% of claim),26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
Nepal,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,85,85,85
Nepal,Cost to get electricity (% of income per capita),..,..,..,..,2730.9,2370.7,1995.8,1762.8,1380.7,1284.9,1134.9,1042.1
Nepal,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,80,80,80
Nepal,Cost to register property (% of property value),6.4,6.4,6.4,6.3,4.8,4.8,5,4.9,4.8,4.8,4.8,4.8
Nepal,Cost to start a business (% of income per capita),69.9,78.5,73.9,60.2,53.6,46.6,37.4,33,34.6,32.2,28.4,26.1
Nepal,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,6,6,6,6
Nepal,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,0,0
Nepal,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,100,107
Nepal,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,9,9,9,9
Nepal,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Nepal,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,5,5,5,5
Nepal,Extent of director liability index (0 to 10),1,1,1,1,1,1,1,1,1,1,1,1
Nepal,Extent of disclosure index (0 to 10),6,6,6,6,6,6,6,6,6,6,6,6
Nepal,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Nepal,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,8,8,8,8
Nepal,Labor tax and contributions (%),..,..,..,..,..,..,..,..,11.3,11.3,11.3,11.3
Nepal,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Other taxes (%),..,..,..,..,..,..,..,..,..,0.5,0.5,0.5
Nepal,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Nepal,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,33.5,33.5
Nepal,Private credit bureau coverage (% of adults),0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.5,0.7,1,1.3,1.8
Nepal,Procedures required to build a warehouse (number),11,11,11,11,11,12,12,12,12,10,10,10
Nepal,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,5,5,5
Nepal,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Nepal,Procedures required to register property (number),3,3,3,3,3,3,3,3,3,3,3,3
Nepal,Procedures required to start a business - Women (number),7,7,7,7,7,7,7,7,7,7,7,7
Nepal,Procedures required to start a business (number),7,7,7,7,7,7,7,7,7,7,7,7
Nepal,Profit tax (%),32.5,32.5,32.8,34.1,32.5,31.7,31.5,31.5,29.5,29.5,29.5,29.5
Nepal,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,5.5,5.5,5.5
Nepal,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Nepal,Resolving Insolvency: cost (% of estate),9,9,9,9,9,9,9,9,9,9,9,9
Nepal,Resolving Insolvency: recovery rate (cents on the dollar),43.3,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,41.5,42.3
Nepal,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Nepal,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,7,7,7,7
Nepal,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5.8,5.8,5.8,5.8
Nepal,Tax payments (number),34,34,34,34,34,34,34,34,34,34,34,34
Nepal,Time required to build a warehouse (days),143,143,143,143,133,118,118,118,118,86,86,86
Nepal,Time required to connect to electricity (days),..,..,..,..,74,74,70,70,70,70,70,70
Nepal,Time required to enforce a contract (days),1025,1025,1025,1025,1025,1025,910,910,910,910,910,910
Nepal,Time required to register property (days),5,5,5,5,5,5,5,5,5,5,5,5
Nepal,Time required to start a business - Women (days),31,31,31,31,31,31,29,29,17,17,17,17
Nepal,Time required to start a business (days),31,31,31,31,31,31,29,29,17,17,17,17
Nepal,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,19,19,19
Nepal,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,48,48,48
Nepal,Time to prepare and pay taxes (hours),408,408,408,408,338,338,326,326,334,334,334,339
Nepal,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2,2,2
Nepal,Total tax rate (% of profit),32.5,32.5,32.8,34.1,32.5,31.7,31.5,31.5,29.5,29.5,29.5,29.5
Nepal,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,288,288,288
Nepal,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,156,156,190
Nepal,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,64,64,56
Nepal,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,66,66,61
Nicaragua,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,3.5,3.5,3.5
Nicaragua,Cost – Women (% of income per capita),139.7,123.6,113.7,115.2,106.1,111.9,107.9,100.6,77,73.9,72.2,68
Nicaragua,Cost to build a warehouse (% of income per capita),5.5,4.7,4.3,4.2,5.6,5.8,5.4,4.8,3.7,3.4,3.3,3.1
Nicaragua,Cost to enforce a contract (% of claim),26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
Nicaragua,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,47,47,47
Nicaragua,Cost to get electricity (% of income per capita),..,..,..,..,1625.9,1736.8,1624.3,1499.3,1063.1,985.5,958.6,904.2
Nicaragua,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,86,86,86
Nicaragua,Cost to register property (% of property value),6.4,3.4,3.4,3.4,3.8,4.8,5,5,5,5,5,5
Nicaragua,Cost to start a business (% of income per capita),139.7,123.6,113.7,115.2,106.1,111.9,107.9,100.6,77,73.9,72.2,68
Nicaragua,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,1,1,1,1
